neighborhood,price,beds,baths,toilets,extra
Before commodore bar and lounge elebu oluyole extension ibadanAkala Express Ibadan Oyo,"₦ 800,000",4 beds,4 baths,4 Toilets,['Furnished']
Ayilara streetOluyole Estate Ibadan Oyo,"₦ 650,000",3 beds,3 baths,4 Toilets,"['Serviced', 'Newly Built']"
"Elebu Axis, Off Akala Express, Oluyole Extension, Ibadan.Akala Express Ibadan Oyo","₦ 500,000",3 beds,3 baths,3 Toilets,['']
3 Alimi street elewure estate off Akala ExpresswayOluyole Estate Ibadan Oyo,"₦ 800,000",2 beds,3 baths,3 Toilets,"['Furnished', 'Serviced', 'Newly Built']"
Beeshop areaAkala Express Ibadan Oyo,"₦ 800,000",2 beds, baths, Toilets,['']
OloogboIbadan North West Ibadan Oyo,"₦ 300,000",2 beds,2 baths,3 Toilets,['Newly Built']
"Iyana Olopa,Akobo,IbadanAkobo Ibadan Oyo","₦ 1,000,000",3 beds,3 baths,3 Toilets,['Newly Built']
"Alafara area, iletuntun extensionJericho Ibadan Oyo","₦ 450,000",3 beds,3 baths,4 Toilets,['Newly Built']
Akala Express Ibadan Oyo,"₦ 250,000",2 beds,2 baths,3 Toilets,['']
"```Nicely built 2 Bedroom Flat is currently available at Olorunda, Akobo. ``` *Facilities* :All tiles, water running, POP, water heater, all rooms ensuite, well fenced and gated.Ibadan Oyo","₦ 180,000",2 beds,2 baths,3 Toilets,['Newly Built']
"Green gate ,oluyole estate .Oluyole Estate Ibadan Oyo","₦ 600,000",2 beds,3 baths,3 Toilets,"['Furnished', 'Newly Built']"
"Odo ona kekere, new garage.Odo Ona Ibadan Oyo","₦ 250,000",beds, baths, Toilets,['Newly Built']
Best way behind Sao filling stationIwo Rd Ibadan Oyo,"₦ 500,000",3 beds,2 baths,2 Toilets,"['Furnished', 'Serviced', 'Newly Built']"
Akingbade gbagi old Ife road ibadanEgbeda Oyo,"₦ 300,000",4 beds,4 baths,4 Toilets,['Furnished']
"Aare, Oluyole Estate, ibadanOluyole Estate Ibadan Oyo","₦ 250,000",1 beds,1 baths,1 Toilets,['Furnished']
-Akobo Ibadan Oyo,"₦ 300,000",2 beds,0 baths,0 Toilets,['']
Ologuneru areaEleyele Ibadan Oyo,"₦ 300,000",2 beds,3 baths, Toilets,['Newly Built']
Kolapo ishola Akobo Ibadan Oyo,"₦ 1,000,000",3 beds,3 baths,4 Toilets,['Newly Built']
Alakia old ife road inside airport second gateAlakia Ibadan Oyo,"₦ 60,000",1 beds,1 baths,1 Toilets,['Furnished']
"Wakajaye, Iyana Church. Iwo Rd Ibadan Oyo","₦ 300,000",3 beds,4 baths,4 Toilets,['']
Soka new felele Soka Ibadan Oyo,"₦ 250,000",3 beds,2 baths,3 Toilets,['Furnished']
BoluwajiIbadan Oyo,"₦ 170,000",2 beds,3 baths,3 Toilets,['']
Ile tuntunIdishin Ibadan Oyo,"₦ 250,000",3 beds,2 baths,2 Toilets,['Furnished']
"Idi-ape,after Akobo-ojurin, ibadan,Oyo stateAkobo Ibadan Oyo","₦ 400,000",3 beds,3 baths,3 Toilets,['Newly Built']
"Salute, tipper. Akala express, ibadanAkala Express Ibadan Oyo","₦ 200,000",1 beds,1 baths,2 Toilets,['Newly Built']
OrogunIbadan Oyo,"₦ 180,000",3 beds,2 baths,2 Toilets,['']
Elebu OjaAkala Express Ibadan Oyo,"₦ 350,000",2 beds,2 baths,2 Toilets,"['Furnished', 'Newly Built']"
Onigbodogi Apete IbadanAjibode Ibadan Oyo,"₦ 120,000",1 beds,1 baths,1 Toilets,['']
...Akala Express Ibadan Oyo,"₦ 500,000",3 beds,4 baths,4 Toilets,['']
